0.196	0	1.74E-09	3.00E-09
0.366	0	1.00E-07	1.11E-08
0.469	0	1.16E-07	1.84E-08
0.568	0	2.05E-07	1.05E-08
0.673	0	3.43E-07	1.71E-08
0.774	0	4.97E-07	2.43E-08
0.871	0	6.81E-07	2.46E-08
0.979	0	8.76E-07	5.19E-08
1.05	0	9.70E-07	1.03E-07
